strm_ID,statm_ID,covm_ID,clint,covs,scenario_name,sigma_prop,error_model,type_scenario_error,var_abs,var_centrvol,var_elim,unit_var,corr_elim_centrvol,type_scenario_covar,covar_estim,type_scenario_var,var_VP1,n_comp,POP_centrvol,POP_VP,POP_Q,unit_centrvol,label_centrvol,unit_VP,label_VP,unit_Q,label_Q,absorption,POP_abs,unit_abs,label_abs,elimination,POP_elim,POP_VMAX,POP_KM,unit_elim,label_elim,unit_VMAX,label_VMAX,unit_KM,label_KM,ind_cov_eff,covariates_elim,covariates_centrvol,covariates_abs,data_columns,cont_covs,cat_covs,total_eta_variance_elim,total_unexplained_eta_variance_elim,total_eta_variance_centrvol,total_unexplained_eta_variance_centrvol,total_eta_variance_abs,total_unexplained_eta_variance_abs,sigma_prop_var,total_unexplained_eta_variance_VP1,beta_CLCR_elim,intercept_subtract_CLCR_elim,denominator_CLCR_elim,beta_BILIRUBIN_elim,intercept_subtract_BILIRUBIN_elim,denominator_BILIRUBIN_elim,beta_AGE_elim,intercept_subtract_AGE_elim,denominator_AGE_elim,beta_AFRAMER_elim,beta_OBESE_elim,beta_SEX_elim,beta_WEIGHT_centrvol,intercept_subtract_WEIGHT_centrvol,denominator_WEIGHT_centrvol,beta_ALBUMIN_centrvol,intercept_subtract_ALBUMIN_centrvol,denominator_ALBUMIN_centrvol,beta_AGE_centrvol,intercept_subtract_AGE_centrvol,denominator_AGE_centrvol,beta_AGE_abs,intercept_subtract_AGE_abs,denominator_AGE_abs,beta_BMI_abs,intercept_subtract_BMI_abs,denominator_BMI_abs,cov_elim_centrvol
2,8,3,pooled,unchanged,strm_2_statm_8_covm_3_clint_pooled_covs_unchanged,0.4,proportional,high,45,45,60,cv%,0.2,low,FALSE,high,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.3,"CLCR-exp, BILIRUBIN-exp",NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.32262505357170945,0.30748469974796055,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.16000000000000003,0.03922071315328133,[0.0021],125.41581196581197,1,[0.2915],0.5,1,[],NA,NA,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.04762395024089393
2,9,3,pooled,unchanged,strm_2_statm_9_covm_3_clint_pooled_covs_unchanged,0.4,proportional,high,45,30,30,cv%,0.2,low,FALSE,lowlow,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.3,"CLCR-exp, BILIRUBIN-exp",NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.10131805006480141,0.08617769624105241,0.08617769624105241,0.08617769624105241,0.1844027229977793,0.1844027229977793,0.16000000000000003,0.03922071315328133,[0.0021],125.41581196581197,1,[0.2915],0.5,1,[],NA,NA,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.017235539248210485
2,10,3,pooled,unchanged,strm_2_statm_10_covm_3_clint_pooled_covs_unchanged,0.4,proportional,high,45,60,60,cv%,0.2,low,FALSE,highhigh,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.3,"CLCR-exp, BILIRUBIN-exp",NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.32262505357170945,0.30748469974796055,0.30748469974796055,0.30748469974796055,0.1844027229977793,0.1844027229977793,0.16000000000000003,0.03922071315328133,[0.0021],125.41581196581197,1,[0.2915],0.5,1,[],NA,NA,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.06149693994959211
2,11,3,pooled,unchanged,strm_2_statm_11_covm_3_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,45,cv%,0.2,low,TRUE,medium,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.3,"CLCR-exp, BILIRUBIN-exp",NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.19954307682152816,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.0021],125.41581196581197,1,[0.2915],0.5,1,[],NA,NA,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.036880544599555865
2,12,3,pooled,unchanged,strm_2_statm_12_covm_3_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,45,cv%,0.45,medium,TRUE,medium,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.3,"CLCR-exp, BILIRUBIN-exp",NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.19954307682152816,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.0021],125.41581196581197,1,[0.2915],0.5,1,[],NA,NA,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.0829812253490007
2,13,3,pooled,unchanged,strm_2_statm_13_covm_3_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,45,cv%,0.9,high,TRUE,medium,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.3,"CLCR-exp, BILIRUBIN-exp",NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.19954307682152816,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.0021],125.41581196581197,1,[0.2915],0.5,1,[],NA,NA,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.1659624506980014
2,1,1,pooled,unchanged,strm_2_statm_1_covm_1_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,0,NA,NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.08617769624105241,0.08617769624105241,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[],NA,NA,[],NA,NA,[],NA,NA,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.025212220726088815
2,1,2,pooled,unchanged,strm_2_statm_1_covm_2_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.6,CLCR-exp,NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.1170611144149164,0.08617769624105241,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.0037],125.41581196581197,1,[],NA,NA,[],NA,NA,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.025212220726088815
2,1,4,pooled,unchanged,strm_2_statm_1_covm_4_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.2,"CLCR-exp, BILIRUBIN-exp, AGE-exp",NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.09413546062103059,0.08617769624105241,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.0014],125.41581196581197,1,[0.2026],0.5,1,[0.0048],36,1,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.025212220726088815
2,1,5,pooled,unchanged,strm_2_statm_1_covm_5_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.6,CLCR-pow,NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.10829374157208893,0.08617769624105241,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.5238],0,125.41581196581197,[],NA,NA,[],NA,NA,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.025212220726088815
2,1,6,pooled,unchanged,strm_2_statm_1_covm_6_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.3,"CLCR-pow, BILIRUBIN-exp",NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.1000924698971877,0.08617769624105241,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.2924],0,125.41581196581197,[0.2915],0.5,1,[],NA,NA,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.025212220726088815
2,1,7,pooled,unchanged,strm_2_statm_1_covm_7_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.2,"CLCR-pow, BILIRUBIN-exp, AGE-exp",NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.09369099308713456,0.08617769624105241,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.2032],0,125.41581196581197,[0.2026],0.5,1,[0.0048],36,1,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.025212220726088815
2,1,8,pooled,unchanged,strm_2_statm_1_covm_8_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.6,CLCR-lin,NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.11061587300744892,0.08617769624105241,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.004],125.41581196581197,1,[],NA,NA,[],NA,NA,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.025212220726088815
2,1,9,pooled,unchanged,strm_2_statm_1_covm_9_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.3,"CLCR-lin, BILIRUBIN-exp",NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.10068338846711763,0.08617769624105241,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.0022],125.41581196581197,1,[0.2915],0.5,1,[],NA,NA,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.025212220726088815
2,1,10,pooled,unchanged,strm_2_statm_1_covm_10_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.2,"CLCR-lin, BILIRUBIN-exp, AGE-exp",NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.09396631101368187,0.08617769624105241,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.0015],125.41581196581197,1,[0.2026],0.5,1,[0.0048],36,1,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.025212220726088815
2,1,11,pooled,unchanged,strm_2_statm_1_covm_11_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.6,AFRAMER-lin,NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.13235631333602327,0.08617769624105241,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[],NA,NA,[],NA,NA,[],NA,NA,"{""1"":1.6}",[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.025212220726088815
2,1,12,pooled,unchanged,strm_2_statm_1_covm_12_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.3,"CLCR-exp, AFRAMER-lin",NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.10752555489862797,0.08617769624105241,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.0021],125.41581196581197,1,[],NA,NA,[],NA,NA,"{""1"":1.3}",[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.025212220726088815
2,1,13,pooled,unchanged,strm_2_statm_1_covm_13_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.3,"AFRAMER-lin, OBESE-lin",NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.12044412774417075,0.08617769624105241,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[],NA,NA,[],NA,NA,[],NA,NA,"{""1"":1.3}","{""1"":1.3}",[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.025212220726088815
2,1,14,pooled,unchanged,strm_2_statm_1_covm_14_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.2,"CLCR-exp, AFRAMER-lin, OBESE-lin",NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.11219837625433988,0.08617769624105241,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.0014],125.41581196581197,1,[],NA,NA,[],NA,NA,"{""1"":1.2}","{""1"":1.2}",[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.025212220726088815
2,1,15,pooled,unchanged,strm_2_statm_1_covm_15_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.2,"CLCR-exp, BILIRUBIN-exp, AFRAMER-lin",NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.09874165424951493,0.08617769624105241,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.0014],125.41581196581197,1,[0.2026],0.5,1,[],NA,NA,"{""1"":1.2}",[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.025212220726088815
2,1,16,pooled,unchanged,strm_2_statm_1_covm_16_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.2,"AFRAMER-lin, OBESE-lin, SEX-lin",NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.10812583114682658,0.08617769624105241,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[],NA,NA,[],NA,NA,[],NA,NA,"{""1"":1.2}","{""1"":1.2}","{""1"":1.2}",[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.025212220726088815
