strm_ID,statm_ID,covm_ID,clint,covs,scenario_name,sigma_prop,error_model,type_scenario_error,var_abs,var_centrvol,var_elim,unit_var,corr_elim_centrvol,type_scenario_covar,covar_estim,type_scenario_var,var_VP1,n_comp,POP_centrvol,POP_VP,POP_Q,unit_centrvol,label_centrvol,unit_VP,label_VP,unit_Q,label_Q,absorption,POP_abs,unit_abs,label_abs,elimination,POP_elim,POP_VMAX,POP_KM,unit_elim,label_elim,unit_VMAX,label_VMAX,unit_KM,label_KM,ind_cov_eff,covariates_elim,covariates_centrvol,covariates_abs,data_columns,cont_covs,cat_covs,total_eta_variance_elim,total_unexplained_eta_variance_elim,total_eta_variance_centrvol,total_unexplained_eta_variance_centrvol,total_eta_variance_abs,total_unexplained_eta_variance_abs,sigma_prop_var,total_unexplained_eta_variance_VP1,beta_CLCR_elim,intercept_subtract_CLCR_elim,denominator_CLCR_elim,beta_BILIRUBIN_elim,intercept_subtract_BILIRUBIN_elim,denominator_BILIRUBIN_elim,beta_AGE_elim,intercept_subtract_AGE_elim,denominator_AGE_elim,beta_AFRAMER_elim,beta_OBESE_elim,beta_SEX_elim,beta_WEIGHT_centrvol,intercept_subtract_WEIGHT_centrvol,denominator_WEIGHT_centrvol,beta_ALBUMIN_centrvol,intercept_subtract_ALBUMIN_centrvol,denominator_ALBUMIN_centrvol,beta_AGE_centrvol,intercept_subtract_AGE_centrvol,denominator_AGE_centrvol,beta_AGE_abs,intercept_subtract_AGE_abs,denominator_AGE_abs,beta_BMI_abs,intercept_subtract_BMI_abs,denominator_BMI_abs,cov_elim_centrvol
2,1,17,pooled,unchanged,strm_2_statm_1_covm_17_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.9,CLCR-exp,NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.15356320938113924,0.08617769624105241,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.0051],125.41581196581197,1,[],NA,NA,[],NA,NA,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.025212220726088815
2,1,18,pooled,unchanged,strm_2_statm_1_covm_18_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.6,"CLCR-exp, BILIRUBIN-exp",NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.14210250987999734,0.08617769624105241,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.0037],125.41581196581197,1,[0.5222],0.5,1,[],NA,NA,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.025212220726088815
2,1,19,pooled,unchanged,strm_2_statm_1_covm_19_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.3,"CLCR-exp, BILIRUBIN-exp, AGE-exp",NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.10313079463745632,0.08617769624105241,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.0021],125.41581196581197,1,[0.2915],0.5,1,[0.0069],36,1,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.025212220726088815
2,1,20,pooled,unchanged,strm_2_statm_1_covm_20_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.3,CLCR-exp,NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.09444921393592685,0.08617769624105241,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.0021],125.41581196581197,1,[],NA,NA,[],NA,NA,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.025212220726088815
2,1,21,pooled,unchanged,strm_2_statm_1_covm_21_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.2,"CLCR-exp, BILIRUBIN-exp",NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.09314660702321965,0.08617769624105241,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.0014],125.41581196581197,1,[0.2026],0.5,1,[],NA,NA,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.025212220726088815
2,1,22,pooled,unchanged,strm_2_statm_1_covm_22_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.1,"CLCR-exp, BILIRUBIN-exp, AGE-exp",NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.08829183793397025,0.08617769624105241,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.0008],125.41581196581197,1,[0.1059],0.5,1,[0.0025],36,1,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.025212220726088815
2,1,23,pooled,unchanged,strm_2_statm_1_covm_23_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,NA,CLCR-exp,WEIGHT-exp,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.10802440452123949,0.08617769624105241,0.20192565128352766,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.0032],125.41581196581197,1,[],NA,NA,[],NA,NA,[],[],[],[0.0061],77.8,1,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.025212220726088815
2,1,24,pooled,unchanged,strm_2_statm_1_covm_24_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,NA,"CLCR-exp, BILIRUBIN-exp",WEIGHT-exp,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.09186567938555912,0.08617769624105241,0.20192565128352766,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.0013],125.41581196581197,1,[0.1839],0.5,1,[],NA,NA,[],[],[],[0.0061],77.8,1,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.025212220726088815
2,1,25,pooled,unchanged,strm_2_statm_1_covm_25_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,NA,"CLCR-exp, BILIRUBIN-exp, AGE-exp",WEIGHT-exp,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.08672396016969254,0.08617769624105241,0.20192565128352766,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.0004],125.41581196581197,1,[0.0542],0.5,1,[0.0013],36,1,[],[],[],[0.0061],77.8,1,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.025212220726088815
2,1,26,pooled,unchanged,strm_2_statm_1_covm_26_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,NA,"CLCR-exp, BILIRUBIN-exp","WEIGHT-exp, ALBUMIN-exp",NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.09186567938555912,0.08617769624105241,0.18826508723781415,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.0013],125.41581196581197,1,[0.1839],0.5,1,[],NA,NA,[],[],[],[0.0025],77.8,1,[0.1505],4.3,1,[],NA,NA,[],NA,NA,[],NA,NA,0.025212220726088815
2,1,27,pooled,unchanged,strm_2_statm_1_covm_27_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,NA,"CLCR-exp, BILIRUBIN-exp, AGE-exp","WEIGHT-exp, ALBUMIN-exp, AGE-exp",NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.08672396016969254,0.08617769624105241,0.1849586923753542,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.0004],125.41581196581197,1,[0.0542],0.5,1,[0.0013],36,1,[],[],[],[0.0007],77.8,1,[0.0444],4.3,1,[0.0013],36,1,[],NA,NA,[],NA,NA,0.025212220726088815
2,1,28,pooled,unchanged,strm_2_statm_1_covm_28_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,NA,CLCR-exp,WEIGHT-exp,AGE-exp,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.10802440452123949,0.08617769624105241,0.20192565128352766,0.1844027229977793,0.2014006369873974,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.0032],125.41581196581197,1,[],NA,NA,[],NA,NA,[],[],[],[0.0061],77.8,1,[],NA,NA,[],NA,NA,[0.0107],36,1,[],NA,NA,0.025212220726088815
2,1,29,pooled,unchanged,strm_2_statm_1_covm_29_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,30,cv%,0.2,low,FALSE,low,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,NA,"CLCR-exp, BILIRUBIN-exp","WEIGHT-exp, ALBUMIN-exp","AGE-exp, BMI-exp","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.09186567938555912,0.08617769624105241,0.18826508723781415,0.1844027229977793,0.1912808699753745,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.0013],125.41581196581197,1,[0.1839],0.5,1,[],NA,NA,[],[],[],[0.0025],77.8,1,[0.1505],4.3,1,[],NA,NA,[0.0044],36,1,[0.0076],27.52014300766281,1,0.025212220726088815
2,2,1,pooled,unchanged,strm_2_statm_2_covm_1_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,45,cv%,0.2,low,FALSE,medium,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,0,NA,NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[],NA,NA,[],NA,NA,[],NA,NA,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.036880544599555865
2,2,2,pooled,unchanged,strm_2_statm_2_covm_2_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,45,cv%,0.2,low,FALSE,medium,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.6,CLCR-exp,NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.21528614117164344,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.0037],125.41581196581197,1,[],NA,NA,[],NA,NA,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.036880544599555865
2,2,4,pooled,unchanged,strm_2_statm_2_covm_4_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,45,cv%,0.2,low,FALSE,medium,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.2,"CLCR-exp, BILIRUBIN-exp, AGE-exp",NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.1923604873777575,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.0014],125.41581196581197,1,[0.2026],0.5,1,[0.0048],36,1,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.036880544599555865
2,2,5,pooled,unchanged,strm_2_statm_2_covm_5_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,45,cv%,0.2,low,FALSE,medium,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.6,CLCR-pow,NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.2065187683288159,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.5238],0,125.41581196581197,[],NA,NA,[],NA,NA,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.036880544599555865
2,2,6,pooled,unchanged,strm_2_statm_2_covm_6_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,45,cv%,0.2,low,FALSE,medium,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.3,"CLCR-pow, BILIRUBIN-exp",NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.1983174966539145,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.2924],0,125.41581196581197,[0.2915],0.5,1,[],NA,NA,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.036880544599555865
2,2,7,pooled,unchanged,strm_2_statm_2_covm_7_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,45,cv%,0.2,low,FALSE,medium,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.2,"CLCR-pow, BILIRUBIN-exp, AGE-exp",NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.19191601984386156,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.2032],0,125.41581196581197,[0.2026],0.5,1,[0.0048],36,1,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.036880544599555865
2,2,8,pooled,unchanged,strm_2_statm_2_covm_8_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,45,cv%,0.2,low,FALSE,medium,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.6,CLCR-lin,NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.20884089976417577,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.004],125.41581196581197,1,[],NA,NA,[],NA,NA,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.036880544599555865
2,2,9,pooled,unchanged,strm_2_statm_2_covm_9_clint_pooled_covs_unchanged,0.2,proportional,medium,45,45,45,cv%,0.2,low,FALSE,medium,20,2,628,1900,22.9,L,Volume of central compartment,L,Volume of peripheral compartment,L/h,Inter-compartment flow,fo,0.75,1/h,Absorption rate,fo,19.2,NA,NA,L/h,Clearance,mg/h,Maximal elimination rate,mg/L,Concentration at 50% max. elimination,1.3,"CLCR-lin, BILIRUBIN-exp",NA,NA,"AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, HISP, WHITE, AFRAMER, ASIAN, SEX, CLCR, BMI, OBESE, ID, AMT, TIME, ADDL, II, EVID, CMT, STUD, MDV","AGE, WEIGHT, HEIGHT, FAT, SCR, ALT, AST, ALP, ALBUMIN, BILIRUBIN, CLCR, BMI","HISP, WHITE, AFRAMER, ASIAN, SEX, OBESE",0.19890841522384453,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.1844027229977793,0.04000000000000001,0.03922071315328133,[0.0022],125.41581196581197,1,[0.2915],0.5,1,[],NA,NA,[],[],[],[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,[],NA,NA,0.036880544599555865
